lang	clemma	op	synset	verdict	reason	n_occurrences
ind	kembali ke	=	00085002-r	BAD	"means ""return to"", not ""elsewhere"""	1
ind	kembali ke	=	02005617-v	GOOD	kembali ke = return to previous position	1
ind	kembang	=	00931852-v	BAD	artinya carries denote sense, not kembang	1
ind	kembang	=	03348454-n	BAD	kembang alone means flower, kembang api is firework	1
ind	kepiawaian	=	05640729-n	GOOD	kepiawaian means expertise/skillfulness	1
ind	ketam	=	03768346-n	BAD	proper noun, name of park	1
ind	keterangan	=	05817845-n	GOOD	keterangan = detail/information, fits	2
ind	keterangan	~	04954920-n	BAD	"means ""description/label"", not luster/splendor"	1
ind	keyakinan	=	05946687-n	GOOD	keyakinan = faith/belief, fits context	1
ind	kilasan	~	06469223-n	GOOD	kilasan already listed as synset lemma	1
ind	kim	=	02204692-v	BAD	proper noun, part of person's name	1
ind	kim	=	09989290-n	BAD	proper noun, part of person's name	1
ind	kingfisher	=	02397732-a	BAD	"Kingfisher is a beer brand, not ""spicy"""	1
ind	kingfisher	=	13766733-n	BAD	"Kingfisher is a beer brand, not ""cupful"""	1
ind	kling	=	01028748-v	BAD	proper noun, part of temple name	1
ind	klub	=	08227214-n	GOOD	klub = club, direct match	1
ind	komala villas	=	02672187-v	BAD	proper noun, restaurant name	1
ind	komersial	=	00484333-a	BAD	"missing ""non"", komersial alone means commercial"	1
ind	kontingen	<	00031264-n	GOOD	contingent is a type of group	1
ind	kontingen	=	02613672-v	BAD	"verb sense is ""lewatkan"", not kontingen"	1
ind	kovil	=	01028748-v	BAD	proper noun, part of temple name	1
ind	kriminal	=	01402763-a	GOOD	kriminal = criminal, direct match	1
ind	kuah	=	07583197-n	GOOD	kuah = broth/gravy, close to soup sense	1
ind	kue	=	01012503-a	BAD	annotator flagged as source typo error	1
ind	kue	=	01531742-v	BAD	kue is the cake, not the imprinting verb	1
ind	kue	=	07883031-n	BAD	"kue means cake, ""isi"" is the filling word"	1
ind	kunjungi	=	01843689-v	GOOD	kunjungi = visit, direct match	4
ind	kurang	=	01556913-a	GOOD	kurang = less/fewer, fits	1
ind	kursi	=	04576002-n	BAD	kursi is generic chair, kursi roda is wheelchair	1
ind	kway	=	13768850-n	BAD	kway is part of dish name, not plateful	2
ind	la	=	00607780-v	BAD	"la from French title ""de la Vie"", spurious"	1
ind	la	=	01779428-a	BAD	"la from French title ""de la Vie"", spurious"	1
ind	laga	~	00456199-n	GOOD	laga = match/contest sense fits	1
ind	lah	<	06326406-n	GOOD	lah is a genuine discourse particle	1
ind	lam	=	02427103-v	BAD	proper noun, part of clan name	1
ind	lam	=	07969695-n	BAD	proper noun, part of clan name	2
ind	lama	=	00033922-r	BAD	"only ""tak lama"" means soon, not bare ""lama"""	1
ind	lama	=	09988493-n	BAD	"tokenisation, only ""Dalai Lama"" as whole fits"	2
ind	lamb	=	07667974-n	BAD	"clemma is ""lamb"" alone, not ""lamb chop"""	1
ind	lamb	=	07736971-n	BAD	alignment error, lamb is not truffle	1
ind	lampion	=	03640988-n	GOOD	lampion = lantern, direct match	1
ind	lampion	=	04814238-n	BAD	"alignment error, lampion is not ""splendor"""	1
ind	langit	=	04233124-n	BAD	langit means sky, pencakar langit is skyscraper	1
ind	langlois	=	01653873-v	BAD	proper noun, chef's surname	1
ind	lay	=	10780632-n	BAD	"proper noun, surname, not ""wife"""	1
ind	layar	=	04128837-n	BAD	layar means sail, kapal layar is the ship	1
ind	lee	=	09989290-n	BAD	"proper noun, surname ""Lee"""	1
ind	lee	=	10780632-n	BAD	"proper noun, surname, not ""wife"""	1
ind	lemak	=	02964782-a	BAD	lemak means fatty/rich, unrelated to Chinese	2
ind	lembaran	~	04188643-n	GOOD	lembaran = sheet, fits flat artifact sense	1
ind	leng	=	09992837-n	BAD	proper noun, middle name component	1
ind	lengkapi	=	02339413-v	GOOD	dilengkapi = equipped with, fits	1
ind	les amis	=	90000216-n	GOOD	proper NE:org restaurant name, correct custom synset	8
ind	lezat	=	02395115-a	GOOD	lezat = tasty/delicious, direct match	2
ind	lihat	=	02154312-v	GOOD	dilihat = seen/spotted, fits	1
ind	lim	=	01638368-v	BAD	proper noun, part of person's name	1
ind	lim	=	09989290-n	BAD	"proper noun, surname ""Lim"""	1
ind	lim	=	09993040-n	BAD	"proper noun, surname not the word ""menantu"""	1
ind	lin	=	09992837-n	BAD	proper noun, middle name component	1
ind	link	=	00577525-n	BAD	proper noun, part of transport service name	1
ind	locator	=	06358747-n	GOOD	locator matches URL/resource locator sense	1
ind	loh	=	01638368-v	BAD	proper noun, part of person's name	1
ind	loket	=	03116530-n	GOOD	loket = counter, direct match	1
ind	loket	=	06303888-n	BAD	"alignment error, loket is not ""istilah/term"""	1
ind	loket	=	06518719-n	BAD	"loket means counter/booth, not ""ticket"""	1
ind	loket	=	07955057-n	BAD	"alignment error, loket is not ""content"""	1
ind	long	=	09124039-n	BAD	"proper noun, part of ""Long Island"""	1
ind	lord	=	00887463-v	BAD	proper noun, part of deity name	2
ind	lord	=	01410363-a	BAD	proper noun, part of deity name	1
ind	low	=	02204692-v	BAD	proper noun, part of person's name	1
ind	lunak	=	06566077-n	BAD	lunak means soft, perangkat lunak is software	4
ind	mac	=	00326049-v	BAD	"alignment error, mac is part of ""mac & cheese"""	1
ind	mac	=	07858197-n	BAD	alignment error, mac is not foie gras	1
ind	maclaren	=	01639714-v	BAD	proper noun, part of firm name	1
ind	mahayana	=	06240865-n	GOOD	mahayana directly matches Mahayana Buddhism	2
ind	maju	=	00228294-a	BAD	"annotator notes maju means ""progressive"""	1
ind	makan	=	05218899-n	BAD	perangkat is apparatus, not makan	1
ind	makan	=	07555863-n	BAD	"makan means eat/eating, not ""food"" noun sense"	1
ind	makanan halal	=	00427496-a	BAD	"phrase includes noun ""makanan"", not just adjective"	1
ind	makanan jadi	=	02297948-v	BAD	annotator flagged wrong tagging	1
ind	mal	=	05915811-n	BAD	proper noun, mall name, unrelated to feng shui	1
ind	mal	=	08523483-n	BAD	"proper noun mall name, misaligned with ""middle"""	1
ind	malam	=	01028748-v	BAD	alignment error, malam means night	1
ind	malam	=	02931417-n	BAD	malam alone means night, klub malam is nightclub	1
ind	malas	=	00327145-v	BAD	"malas is part of fish name, not verb ""steam"""	1
ind	malas	=	07775375-n	BAD	ikan is fish, malas is species modifier	1
ind	mambo	=	05751430-n	BAD	"proper noun, event name ""Mambo Jambo"""	1
ind	mamma	=	07667974-n	BAD	proper noun, part of dish name	2
ind	mamma	=	07736971-n	BAD	proper noun, part of dish name	1
ind	mancur	=	01010118-v	BAD	"alignment error, mancur is part of ""air mancur"""	1
ind	mancur	=	01208797-n	BAD	"alignment error, unrelated to ""thanks to"""	1
ind	mancur	=	03388043-n	BAD	"only ""air mancur"" means fountain, not bare mancur"	3
ind	mancur	=	08523483-n	BAD	"alignment error, mancur is not ""middle"""	1
ind	manis	=	11705052-n	BAD	manis means sweet, kayu manis is cinnamon	1
ind	mantan	=	01729819-a	GOOD	mantan = former, direct match	1
ind	marathon	=	00195024-r	BAD	proper noun, part of marathon event name	1
ind	marathon	=	00228294-a	BAD	kelas dunia carries sense, not the sport name	1
ind	mari	~	00771490-v	GOOD	"mari already listed as lemma, fits ""let"""	1
ind	mariamman	=	01028748-v	BAD	proper noun, part of temple name	1
ind	marina bay	=	90000217-n	GOOD	proper NE:loc place name, correct custom synset	1
ind	market	=	02735688-n	BAD	proper noun, part of shopping centre name	1
ind	masak	=	09963574-n	BAD	"only ""juru masak"" means chef, not bare masak"	1
ind	masing	=	00494409-a	BAD	"only reduplicated ""masing-masing"" carries sense"	2
ind	masing	=	10378780-n	BAD	masing-masing means respective, not operator	1
ind	mass	=	02402425-n	BAD	proper noun, part of event name	1
ind	masuk	=	03290771-n	BAD	"annotator notes should be mwe ""gerbang masuk"""	1
ind	melalui	~	00478634-r	GOOD	melalui = through, direct match	1
ind	melayu-indonesia	=	02972194-a	GOOD	compound covers Indonesian sense	1
ind	melayu-indonesia	=	03083069-a	GOOD	compound covers Malay sense	1
ind	melesat	=	01208738-a	BAD	"melesat means dart/move fast, not ""advanced"""	1
ind	melesat	=	02058994-v	GOOD	melesat = move fast/speed, direct match	1
ind	melesat	=	02061495-v	GOOD	melesat = dash/dart, direct match	1
ind	mencicipi	=	02194286-v	GOOD	mencicipi = taste/savor, direct match	1
ind	mencurigakan	=	01916229-a	GOOD	mencurigakan = suspicious, close to questionable	1
ind	menggelar	=	01733477-v	GOOD	menggelar = hold (an event), fits	1
ind	menggemparkan	<	07064715-n	BAD	verb tagged as hyponym of noun music genre	1
ind	menggemparkan	=	00919542-a	BAD	causative verb, means exciting not excited	1
ind	menginginkan	=	01825237-v	GOOD	menginginkan = want/desire, direct match	1
ind	mengkhususkan	=	02446164-v	GOOD	mengkhususkan diri = specialize, direct match	1
ind	menjadi dua	=	02186470-a	BAD	verb phrase tagged to plain numeral adjective	1
ind	menjadi dua	=	02627363-v	BAD	"context is splitting in two, not ""amount to"""	1
ind	menjadi kebiasaan	=	00121214-v	BAD	"means ""become a habit"", not ""take turns"""	1
ind	menyolok	=	00168039-a	GOOD	menyolok = conspicuous/showy, fits	1
ind	menyolok	~	00402855-a	GOOD	menyolok = vivid/eye-catching color, fits	1
ind	merah	=	07856270-n	BAD	"annotator notes should be mwe ""kacang merah"""	2
ind	merah	=	07892512-n	BAD	"only ""anggur merah"" means red wine, not bare merah"	1
ind	merek	=	06851742-n	GOOD	merek used generically for trademark/brand mark	4
ind	merek dagang	=	06851742-n	GOOD	merek dagang = trademark, direct match	1
ind	merupakan	=	02964782-a	BAD	"merupakan means ""to be/constitute"", not Chinese"	1
ind	meski	<	00119139-r	BAD	synonym of meskipun, wrong operator for hyponym	1
ind	meski	=	00119139-r	GOOD	meski = though/even though, direct match	2
ind	min	=	01835496-v	BAD	proper noun, part of shop name	1
ind	mint	=	07819166-n	GOOD	mint = the herb, direct match	1
ind	mint	=	13152742-n	BAD	"mint is not generic ""leaf/foliage"""	1
ind	mintalah	=	00752493-v	GOOD	mintalah = please ask, fits	1
ind	minum	=	02796995-n	BAD	"minum means ""to drink"" (verb), not ""bar"" (noun)"	1
ind	mohamed	=	02126430-a	BAD	proper noun, part of road name	1
ind	mosaic	=	01733477-v	BAD	proper noun, festival name	1
ind	mountain	=	03768346-n	BAD	proper noun, part of park name	1
ind	muruga	=	00887463-v	BAD	proper noun, part of deity name	1
ind	musik	=	01733477-v	BAD	proper noun context, festival name	1
ind	musik	=	03800933-n	BAD	musik means music, alat musik is instrument	1
ind	naik	=	01642843-a	BAD	"only idiom ""naik daun"" means rising/prominent"	1
ind	naik	=	05750657-n	BAD	"verb ""naik"" tagged to noun ""fashion"", mismatch"	1
ind	nan jauh	=	01434717-a	GOOD	"nan jauh is lexicalised phrase meaning ""far"""	1
ind	nasi	=	02964782-a	BAD	nasi means rice, unrelated to Chinese	2
ind	nasi	=	04751305-n	BAD	"nasi means rice, ""variasi"" is the diversity word"	1
ind	nations	=	00228294-a	BAD	proper noun, part of event name	1
ind	nature	=	08587174-n	BAD	proper noun, part of park/reserve name	1
ind	naturel	=	01960459-n	BAD	"naturel is French ""in natural state"", not oyster"	1
ind	naturel	~	01570892-a	GOOD	"au naturel relates to ""natural"" sense"	1
ind	negara	=	08997801-n	BAD	"only ""negara Singa"" means Singapore, not bare negara"	1
ind	negara	=	09625401-n	BAD	"only ""warga negara"" means national, not bare negara"	1
ind	netball	=	00228294-a	BAD	proper noun context, part of sports list	1
ind	ngiam	=	01666131-v	BAD	proper noun, person's name	1
ind	nihl	=	00789448-v	BAD	"NIHL is an acronym, not the verb ""call"""	1
ind	nila	=	02154312-v	BAD	proper noun, part of person's name	1
ind	nila	=	10472799-n	BAD	proper noun, part of person's name	1
ind	nomor	=	13582013-n	GOOD	nomor = number, direct match	1
ind	nonya”	=	01028748-v	BAD	Nonya is a noun (term), not a naming verb	1
ind	ocean	=	00228294-a	BAD	proper noun, part of event name	1
ind	of	=	08523483-n	BAD	"English word ""of"", unrelated to center/middle"	1
ind	of	=	09625401-n	BAD	"English preposition ""of"", not ""national"""	1
ind	olah	=	00029378-n	BAD	"fragment of ""olahraga"", not ""event"" alone"	1
ind	olah	=	00523513-n	BAD	"fragment of ""olahraga"", not bare ""olah"""	14
ind	olah	=	06487395-n	BAD	"misalignment, ""kalender"" is the calendar word"	1
ind	olah	=	10677713-n	BAD	"misalignment, ""pedukung"" is the supporter word"	1
ind	olah	=	14006945-n	BAD	"fragment of ""olahraga"", not bare ""olah"""	1
ind	olah	~	00456199-n	BAD	"fragment of ""olahraga"", laga already covers game"	1
ind	oleh	=	00417787-r	GOOD	oleh = by (passive agent marker), fits	2
ind	oleh	=	03610270-n	BAD	"only reduplicated ""oleh-oleh"" means souvenir"	1
ind	olympic	=	00343249-n	BAD	proper noun, part of event name	1
ind	olympic	=	01401772-v	BAD	proper noun, part of event name	1
ind	on	=	01733477-v	BAD	"English word ""on"", part of venue name"	1
ind	one	=	00674607-v	BAD	proper noun, part of package/suite name	1
ind	open	=	00228294-a	BAD	proper noun, part of event name	1
ind	operatornya	=	10378780-n	GOOD	operatornya = the operator, direct match	1
ind	organic	=	06088995-n	GOOD	"matches ""Organic Chemistry"" term directly"	1
ind	out	=	07887634-n	BAD	proper noun, part of pub name	1
ind	pada	=	00043794-r	BAD	generic preposition, annotator doubts the mapping	1
ind	pada	=	00061203-r	BAD	"pada means ""at/regarding"" here, not ""afterward"""	1
ind	pada	=	01651196-a	BAD	"pada is locative preposition, not ""on/operating"""	2
ind	padang	=	04751305-n	BAD	"padang is place name, ""variasi"" means diversity"	1
ind	paddock	=	00674607-v	BAD	proper noun, part of suite/package name	1
ind	padukan	~	00452512-v	GOOD	"padukan already a lemma, loosely fits ""fill"""	1
ind	padukan	~	00771490-v	BAD	"padukan means combine, not ""let"""	1
ind	painted	=	09044862-n	BAD	proper noun, part of theatre venue name	1
ind	pakai	=	00052374-v	GOOD	"dipakai = worn, fits ""be dressed in"""	1
ind	pakain	=	03051540-n	GOOD	typo for pakaian, matches clothing sense	1
ind	paket	=	01845229-v	BAD	"paket is a noun, not the verb ""tour"""	1
ind	paket	~	01110274-n	GOOD	"paket already a lemma, fits ""package deal"""	2
ind	pan	=	00326049-v	BAD	"only ""pan fried"" is the verb, not bare ""pan"""	1
ind	pandang	=	00877127-n	GOOD	dipandang = looked at, fits looking sense	1
ind	pang	=	02964782-a	BAD	proper noun, part of stall name	1
ind	para	=	02269635-a	BAD	"para is plural marker, not ""each"" distributive"	1
ind	para	~	06399995-n	BAD	false cognate, para is plural marker not paragraph	3
ind	park	=	00228294-a	BAD	proper noun, part of attraction name	1
ind	park	=	01733477-v	BAD	proper noun, part of venue name	1
ind	park	=	03768346-n	BAD	proper noun, part of park name	1
ind	pasca	=	00127296-a	GOOD	pasca means post-/after, matches sense	1
ind	patisserie	=	01653873-v	BAD	patisserie is job-title fragment, not verb make	1
ind	payoh	=	00343249-n	BAD	Payoh is part of place name Toa Payoh	1
ind	payoh	=	01401772-v	BAD	Payoh is part of place name Toa Payoh	1
ind	pemadam	=	08121117-n	BAD	pemadam alone means extinguisher, needs kebakaran	1
ind	pemanjaan	=	01073241-n	GOOD	pemanjaan=indulging/pampering matches well	1
ind	pembawa	=	10299250-n	BAD	pembawa alone means carrier, needs acara	1
ind	pemberitaan	=	01617192-v	BAD	noun pemberitaan tagged to verb make sense	1
ind	pemberitaan	=	06681177-n	GOOD	pemberitaan=news reporting matches	1
ind	pemerintah	=	00024073-r	BAD	government word tagged to negation synset	1
ind	pemerintah	=	08050678-n	GOOD	pemerintah=government matches	2
ind	pemerintahan	=	13992738-n	BAD	generic government vs specific self-government mismatch	1
ind	pencakar	=	04233124-n	BAD	pencakar is fragment of pencakar langit	2
ind	pendek	=	04205318-n	BAD	pendek is adjective short, not noun shorts	1
ind	pengamalan	=	00894552-n	BAD	practice/implementation sense, not repetition drill	1
ind	peninggalan	=	05669797-n	GOOD	peninggalan=heritage matches	1
ind	pennick	=	03022177-a	BAD	Pennick is a surname, not adjective British	1
ind	penusuk	=	04227900-n	GOOD	penusuk=skewer matches derivation	1
ind	perahu	=	04128837-n	BAD	perahu is generic boat, not specifically sail-powered	1
ind	peranakan	=	15245990-n	BAD	Peranakan is ethnic/proper noun, not meal	1
ind	perang dunia	=	01312096-n	GOOD	matches WWII in context (perang dunia 2)	1
ind	perangkat	=	06566077-n	BAD	perangkat alone is fragment, needs lunak	4
ind	perdagangan	=	01092643-n	BAD	perdagangan alone is fragment, needs bebas	1
ind	perdagangan	=	03119203-n	BAD	trade (abstract) vs store (concrete) mismatch	1
ind	pereira	=	01049210-a	BAD	Pereira is a surname, not adjective lucky	1
ind	pereira	=	03024132-a	BAD	Pereira is a surname, not adjective Eurasian	1
ind	pereira	=	09963574-n	BAD	Pereira is a surname, not noun chef	1
ind	pernak-pernik	=	03430959-n	GOOD	pernak-pernik=trinkets/paraphernalia matches	1
ind	persatuan	=	01238424-n	BAD	political union vs commercial merger mismatch	1
ind	pertunjukan	=	06157326-n	BAD	pertunjukan alone is fragment, needs seni	1
ind	pesan	=	02498320-v	GOOD	pesan=order/book/reserve matches	1
ind	pesanlah	=	00745499-v	GOOD	pesanlah=order! imperative matches	1
ind	pesepeda	=	09986189-n	GOOD	pesepeda=cyclist matches	1
ind	pesepeda	=	10334009-n	BAD	pesepeda means cyclist, not motorcyclist	1
ind	philippe	=	01653873-v	BAD	Philippe is a person's name, not verb make	1
ind	pihak	=	10709131-n	BAD	pihak alone is fragment, needs ketiga	2
ind	pikiran	=	03574004-n	BAD	pikiran alone is fragment, needs buah	1
ind	piringan	=	03924069-n	BAD	piringan alone is fragment, needs hitam	1
ind	plaza	=	04202417-n	GOOD	plaza used as loanword for mall/shop	1
ind	plaza	=	05750657-n	BAD	plaza is place-name fragment, not fashion	1
ind	plaza	=	08225426-n	BAD	plaza is place-name fragment, not street	1
ind	point	=	02257370-v	BAD	Point is shop-name fragment, not exchange	1
ind	pong	=	02204692-v	BAD	Pong is surname fragment, not possess	1
ind	pongal	=	01028748-v	BAD	Pongal is festival name, not verb name/call	1
ind	pongal	=	02202443-a	BAD	annotator-flagged source typo error	1
ind	pongal	=	02402425-n	BAD	Pongal is festival name, not cattle	1
ind	portrait	=	00668366-a	BAD	Portrait is name of art collection, not latest	1
ind	pos	=	03119203-n	BAD	pos alone doesn't specifically mean retail store	1
ind	pramusaji	=	10763383-n	GOOD	pramusaji=waiter matches	1
ind	pribadi	=	04617562-n	GOOD	pribadi=personality/persona matches context	1
ind	prive	=	00975487-a	BAD	Prive is restaurant name, not adjective chic	1
ind	puaskan	~	01816431-v	GOOD	puaskan=satisfy matches related sense	1
ind	pub	=	07887634-n	BAD	pub (place) mismatched with lager (beer type)	1
ind	pula	=	00047534-r	GOOD	pula=also/besides matches	1
ind	pulau	=	01843689-v	BAD	pulau=island noun, not verb visit; place fragment	1
ind	pun	~	00047534-r	GOOD	pun=too/also particle matches	1
ind	putih’	=	02555954-a	BAD	putih alone is fragment, needs kerah	1
ind	quentin	=	01049210-a	BAD	Quentin is first name, not adjective lucky	1
ind	quentin	=	03024132-a	BAD	Quentin is first name, not adjective Eurasian	1
ind	quentin	=	09963574-n	BAD	Quentin is first name, not noun chef	1
ind	qur’an	=	06461609-n	GOOD	Qur'an directly matches Quran synset	1
ind	r	=	01639714-v	BAD	R is an initial letter, not verb design	1
ind	race	=	00228294-a	BAD	race mismatched fragment, not world-class	1
ind	raga	=	00029378-n	BAD	raga is fragment of olah raga, not event	1
ind	raga	=	00523513-n	BAD	raga alone is fragment, not standalone sport	16
ind	raga	=	06487395-n	BAD	raga is fragment of olah raga, not calendar	1
ind	raga	=	10677713-n	BAD	annotator-flagged source type error	1
ind	raga	=	14006945-n	BAD	raga is fragment of olah raga, not activity	1
ind	raga	~	00456199-n	BAD	raga is fragment of olah raga, not game	1
ind	rakyat	=	05718935-n	BAD	rakyat alone doesn't mean music generically	1
ind	rakyat	=	05839024-n	BAD	likely confusion with similar word ragam	1
ind	rakyat	=	05985602-n	BAD	rakyat alone is fragment, needs cerita	1
ind	rakyat	=	07060167-n	BAD	rakyat alone is fragment, needs musik	1
ind	rantang	=	02773838-n	BAD	rantang=tiffin carrier, not suitcase for clothes	1
ind	rantang	~	02883344-n	GOOD	rantang as container/box relation fits	1
ind	rapat	=	08307589-n	GOOD	rapat=meeting matches	1
ind	rasa	=	10107303-n	BAD	rasa mismatched with founder sense	1
ind	raya	=	01041968-n	BAD	raya=grand, fragment of Hari Raya, not prayer	1
ind	rebusan	=	00616822-a	GOOD	rebusan=boiled/stewed matches	1
ind	red	=	07892512-n	BAD	red is fragment of loanword red wine	1
ind	rempah”	=	07812184-n	GOOD	rempah=spice matches, confirmed by comment	1
ind	rendang	=	02396720-a	BAD	rendang is dish name, not adjective delicious	1
ind	rendang	=	07663592-n	BAD	rendang isn't specifically beef	1
ind	rendang	=	07823951-n	GOOD	rendang closest available match to curry dish	1
ind	renyah	=	01201693-v	BAD	renyah=crispy adjective, not verb crunch	1
ind	repot	=	00748795-a	GOOD	repot=troublesome matches	1
ind	republic	=	04202417-n	BAD	Republic is proper-noun fragment, not shop	1
ind	reserve	=	08587174-n	GOOD	reserve matches literal reserved-district sense	1
ind	resource	=	06358747-n	BAD	resource alone doesn't specifically mean URL	1
ind	rias	=	03714235-n	GOOD	rias relates to makeup/adornment root sense	3
ind	rice	=	07861813-n	BAD	rice is fragment of chicken rice dish	1
ind	rinngan	=	07577374-n	BAD	ringan is adjective light, fragment of makanan ringan	1
ind	road	=	02126430-a	BAD	Road is street-name fragment, not situated	1
ind	road	=	06794216-n	BAD	Road is street-name fragment, not address	1
ind	roda	=	01937992-v	BAD	roda=wheel noun, fragment of sepatu roda	1
ind	roda	=	04576002-n	BAD	roda alone is fragment, needs kursi	1
ind	roll	~	07680932-n	BAD	cabbage roll differs from bread roll sense	1
ind	roller	=	04102406-n	BAD	roller alone is fragment, needs coaster	1
ind	roof	=	06088995-n	BAD	ROOF is bar-name pun, not organic chemistry	1
ind	roof	=	08663774-n	GOOD	roof matches literal rooftop loanword sense	1
ind	ruang	=	03200701-n	BAD	ruang alone is fragment, needs makan	1
ind	ruangan	=	08497294-n	BAD	room (specific) vs region/country (broad) mismatch	1
ind	ruangan	=	08652970-n	GOOD	ruangan=space/room matches	1
ind	rumah	=	04081281-n	BAD	rumah alone is fragment, needs makan	1
ind	rumahan	=	01039460-a	GOOD	rumahan=home-style matches	1
ind	rupa	=	01639714-v	BAD	rupa is fragment of idiom sedemikian rupa	1
ind	rupa	=	01754737-v	BAD	rupa is fragment of idiom sedemikian rupa	1
ind	s$1	=	13742573-n	GOOD	S$1 numeral matches one/single	1
ind	s$10	=	13746512-n	GOOD	S$10 numeral matches ten	1
ind	s$100	=	13750415-n	GOOD	S$100 numeral matches hundred	1
ind	s$8	=	00228294-a	BAD	S$8 (money) mistagged as world-class	1
ind	saat anda	=	01123148-a	BAD	annotator-flagged wrong tagging	1
ind	saat anda	=	01821266-a	BAD	annotator-flagged wrong tagging	1
ind	saat anda	=	01982957-a	BAD	annotator-flagged wrong tagging	1
ind	sai	=	00021265-n	BAD	proper-noun fragment (coffee shop name)	1
ind	sai	=	02396720-a	BAD	proper-noun fragment (coffee shop name)	1
ind	sai	=	04202417-n	BAD	proper-noun fragment (coffee shop name)	1
ind	said	=	03574004-n	BAD	Said is a surname, not brainchild	1
ind	saksikanlah	=	02128653-v	GOOD	saksikanlah=watch/witness matches	1
ind	salah	=	00687523-v	BAD	salah is fragment of salah satu, not doubt	1
ind	salah	=	01666131-v	BAD	salah is fragment of salah satu, not concoct	1
ind	salah	=	05870055-n	BAD	salah is fragment of salah satu, not one	6
ind	salinan	=	06391347-n	BAD	salinan alone is fragment, needs digital	1
ind	salon	=	05850823-n	BAD	Salon is proper-noun fragment, not attraction	1
ind	sambangi	=	01233156-n	GOOD	sambangi=visit matches	1
ind	sang	=	02154312-v	BAD	Sang is honorific title, not verb spot/spy	1
ind	sang	=	10472799-n	BAD	Sang is honorific marker, not literally prince	1
ind	sang nila utama	=	11252222-n	BAD	wrong historical figure; Raffles is British, not this	1
ind	sangha	=	06185955-n	BAD	sangha=monastic community, not doctrine/teaching	1
ind	santanlah	=	01856066-a	BAD	santan is noun coconut milk, not adjective base	1
ind	santanlah	=	07840672-n	GOOD	santanlah=coconut milk root matches	1
ind	satu	=	00008007-r	BAD	satu confused with unrelated wholly sense	1
ind	satu	=	00340273-r	BAD	satu is fragment of kelas satu	1
ind	satu	=	02191710-a	BAD	satu (one) mistagged as fifty-five	1
ind	sbs	=	00404110-a	BAD	SBS is company acronym, not vibrant	1
ind	sebaik	=	00188057-r	GOOD	sebaik(nya)=best/sensible matches	1
ind	sebaik	=	01661289-a	GOOD	sebaik mungkin=as best as possible matches	1
ind	sedang	=	01642843-a	BAD	sedang is aspect marker, not rising	1
ind	sedang	=	05750657-n	BAD	sedang is aspect marker, not fashion noun	1
ind	sedangkan	=	00028797-r	GOOD	sedangkan=however matches	1
ind	sedangkan	=	00065184-r	BAD	wrong specific sense; meanwhile vs however	1
ind	sedap-sedapan	=	01843689-v	BAD	sedap-sedapan is noun delicacies, not verb visit	1
ind	sedap-sedapan	=	07557165-n	GOOD	sedap-sedapan=delicacy/treat matches	1
ind	sedemikian	=	01639714-v	BAD	sedemikian is fragment of idiom, not design	1
ind	sedemikian	=	01754737-v	BAD	sedemikian is fragment of idiom, not cut	1
ind	sedikitpun	=	02267686-a	GOOD	sedikitpun fits negative-polarity any/whatever sense	1
ind	seeds	=	07892512-n	BAD	annotator-flagged, seeds unrelated dish name	1
ind	segelas	=	13766733-n	GOOD	segelas=a glassful matches cupful	1
ind	segeralah	=	00048739-r	GOOD	segeralah=immediately matches	1
ind	sehat	=	01170243-a	GOOD	sehat=healthy matches	1
ind	sejak	<	00043794-r	BAD	temporal since vs spatial thence mismatch	1
ind	sejauh	=	05084201-n	GOOD	sejauh=distance/extent matches	2
ind	sejenis	=	05844881-n	GOOD	sejenis=kind/type matches species reasonably	1
ind	sejumlah	=	01552419-a	BAD	sejumlah means 'a number of', not numerous	1
ind	sekian	=	01552802-a	BAD	annotator-flagged multi-word expression issue	1
ind	selatan	=	01605081-a	GOOD	selatan=south/southern matches	1
ind	seluk	=	05817845-n	BAD	seluk is fragment of seluk-beluk	1
ind	seluncur	=	01936753-v	GOOD	seluncur=skate root matches	1
ind	seluncur	=	02848806-n	BAD	seluncur mismatched; pisau means blade, not seluncur	1
ind	semarak	=	00119006-a	GOOD	semarak=vibrant/lively matches	1
ind	semarak	=	00804695-a	GOOD	semarak=lively matches	1
ind	semarak	=	02280969-a	GOOD	semarak=vibrant matches	1
ind	semarak	=	04814238-n	GOOD	semarak=grandness noun sense matches	1
ind	sembari	=	02923745-a	BAD	annotator-flagged: sembari means while, not Hindu	1
ind	sembari	=	05718935-n	BAD	annotator-flagged: sembari means while, not music	1
ind	sendiri	=	00674270-a	BAD	sendiri alone is fragment, needs buatan	1
ind	sendiri	=	13992738-n	BAD	sendiri alone mismatched with self-government	1
ind	seni	=	00935005-n	GOOD	seni=art loosely matches arts and crafts	1
ind	seni	=	06157326-n	BAD	seni alone is fragment, needs pertunjukan	1
ind	seni rupa	=	06156968-n	GOOD	seni rupa=fine arts matches directly	1
ind	senpaga	=	02204472-a	BAD	Senpaga is temple-name fragment, not nineteenth	1
ind	sentuhan	=	04931428-n	GOOD	sentuhan=touch/signature matches	1
ind	sentuhan	=	05642553-n	GOOD	sentuhan=touch/deftness matches	1
ind	sepak	=	00468480-n	BAD	sepak alone is fragment, needs bola	1
ind	sepenuh	=	00010466-r	GOOD	sepenuh(nya)=fully matches	1
ind	seperti	=	01410606-a	GOOD	seperti=like/similar matches	6
